Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),order_prepare_time (min),distance,time_category,day_of_week
39.0,4.9,2022-03-29,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,15,16.614314977476777,Evening,Tuesday
34.0,4.6,2022-03-03,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,10,7.551948584727422,Evening,Thursday
32.0,4.9,2022-03-17,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,29,5,3.1097660534862834,Morning,Thursday
37.0,4.9,2022-03-17,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,46,15,4.553856650533593,Night,Thursday
20.0,5.0,2022-03-26,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,10,4.648820436755552,Night,Saturday
21.0,4.7,2022-03-19,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,16,10,4.521764698268595,Evening,Saturday
37.0,4.6,2022-03-07,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,26,15,1.5125357525708383,Morning,Monday
36.0,4.7,2022-02-17,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,5,2208.5525473631124,Night,Thursday
37.0,4.7,2022-03-19,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,10,6.219468967066031,Evening,Saturday
22.0,4.3,2022-02-13,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,10,1.5114207284449264,Morning,Sunday
39.0,4.6,2022-03-26,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,10,7.647908828689127,Night,Saturday
35.0,4.9,2022-03-23,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,46,10,19.73032946503108,Evening,Wednesday
26.0,4.6,2022-03-25,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,10,10.571398631736798,Evening,Friday
26.0,4.9,2022-03-20,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,10,12.393597939827014,Night,Sunday
32.0,4.2,2022-03-04,Sandstorms,Jam,1,Snack,scooter,2.0,No,Urban,37,10,16.873857560165685,Night,Friday
35.0,4.9,2022-03-27,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,10,10.689377930173068,Night,Sunday
26.0,4.8,2022-03-12,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,10,17.063961737396863,Night,Saturday
24.0,4.7,2022-03-19,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,5,7.747100285797026,Evening,Saturday
35.0,4.9,2022-03-21,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,10,7.648257003090912,Evening,Monday
28.0,4.8,2022-03-26,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,10,7.551253060545832,Night,Saturday
23.0,4.7,2022-04-06,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,10,19.87900471871662,Evening,Wednesday
20.0,4.7,2022-04-01,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,28,15,1.488111647728737,Afternoon,Friday
23.0,4.5,2022-04-01,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,15,7.774277168534271,Night,Friday
39.0,4.6,2022-02-14,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,28,10,13.463856563124775,Evening,Monday
28.0,4.9,2022-03-15,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,27,5,6.205591081602371,Evening,Tuesday
29.0,4.9,2022-02-12,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Urban,32,5,20.24399554034944,Evening,Saturday
21.0,4.7,2022-03-26,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,5,4.553783927401381,Night,Saturday
21.0,4.6,2022-03-29,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,20,15,16.69594087758108,Night,Tuesday
36.0,5.0,2022-03-05,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,15,9.32899225741791,Night,Saturday
36.0,4.8,2022-03-13,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,10,7.552026138180962,Night,Sunday
35.0,4.2,2022-03-02,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,34,10,19.8823960800054,Night,Wednesday
23.0,4.7,2022-02-12,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,25,10,10.432744399029485,Night,Saturday
33.0,4.2,2022-02-18,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,39,15,11.9229831532005,Night,Friday
22.0,5.0,2022-03-07,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,11,10,3.1380694073889375,Morning,Monday
39.0,4.8,2022-03-03,Cloudy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,35,15,9.106936285979062,Night,Thursday
24.0,4.0,2022-02-14,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35,5,19.644883781591208,Evening,Monday
23.0,4.7,2022-03-03,Fog,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,14,5,6.205619093031621,Evening,Thursday
38.0,4.8,2022-03-27,Fog,Low,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,5,13.765276602164576,Night,Sunday
34.0,4.0,2022-04-05,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,15,7.439968743388034,Night,Tuesday
20.0,4.7,2022-04-04,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,10,16.612811401643963,Night,Monday
21.0,4.5,2022-04-03,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,5,1.5690347154047224,Morning,Sunday
33.0,4.8,2022-03-20,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,23,10,10.983241696284244,Night,Sunday
30.0,4.5,2022-04-06,Windy,Medium,1,Snack,scooter,1.0,No,Urban,23,5,13.945658037651098,Evening,Wednesday
25.0,4.8,2022-03-07,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,15,1.5514034361583107,Afternoon,Monday
30.0,4.2,2022-03-06,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,38,15,10.859180843022225,Night,Sunday
29.0,4.7,2022-02-15,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,10,15,3.082585208951117,Morning,Tuesday
33.0,4.8,2022-04-01,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,10,1.518047516938337,Morning,Friday
37.0,5.0,2022-03-17,Sunny,Low,2,Meal,scooter,0.0,No,Urban,15,10,3.1098596259405213,Morning,Thursday
36.0,3.7,2022-03-08,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,10,11.903152806224751,Night,Tuesday
30.0,4.8,2022-03-14,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,10,12.438529701270445,Night,Monday
26.0,5.0,2022-03-19,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,5,7.756334787417965,Night,Saturday
37.0,5.0,2022-03-14,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,15,19.34030338574658,Night,Monday
21.0,5.0,2022-03-02,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,5,17.259376716936664,Night,Wednesday
38.0,4.2,2022-03-04,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,15,10.692860419649532,Night,Friday
27.0,4.7,2022-03-02,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,43,10,10.57171951549476,Evening,Wednesday
23.0,4.5,2022-03-08,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,5,19.659135828969667,Night,Tuesday
32.0,4.8,2022-02-12,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23,15,14.121309628180253,Night,Saturday
37.0,4.9,2022-03-12,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,5,12.213270282424675,Night,Saturday
24.0,4.6,2022-03-15,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,12,15,4.5317745916199,Evening,Tuesday
34.0,4.9,2022-03-15,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,13,10,3.102778442315635,Morning,Tuesday
22.0,4.3,2022-02-13,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,15,7.706241590631725,Night,Sunday
30.0,4.7,2022-03-14,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,37,5,13.66085535805377,Evening,Monday
26.0,4.9,2022-02-12,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,11,5,4409.566490630734,Night,Saturday
32.0,4.9,2022-03-06,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,15,13.961787999463452,Night,Sunday
30.0,5.0,2022-03-02,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,52,10,13.390419540255463,Night,Wednesday
32.0,4.9,2022-03-19,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,15,6.040951297577269,Evening,Saturday
31.0,4.9,2022-03-19,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,10,7.845173108613388,Evening,Saturday
21.0,4.9,2022-03-01,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,10,1.4884329736185136,Morning,Tuesday
34.0,5.0,2022-03-19,Fog,High,2,Drinks,motorcycle,1.0,No,Urban,36,15,1.5341913598605772,Afternoon,Saturday
29.0,4.5,2022-04-01,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,10,1.533904981392392,Morning,Friday
27.0,4.8,2022-03-21,Stormy,Medium,2,Meal,motorcycle,0.0,No,Urban,24,10,4.582241705523986,Evening,Monday
34.0,4.4,2022-03-31,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,10,16.793902842921906,Night,Thursday
31.0,4.9,2022-03-07,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,5,4.5830282281129735,Night,Monday
25.0,4.7,2022-03-07,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,23,5,6.197905447135887,Evening,Monday
29.0,4.9,2022-04-01,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,10,9.204512751051547,Night,Friday
34.0,4.1,2022-02-11,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,5,9.343871687134204,Night,Friday
34.0,4.7,2022-03-06,Stormy,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,47,10,13.99363508247046,Night,Sunday
21.0,5.0,2022-03-02,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,15,5,11.903830116733703,Night,Wednesday
24.0,5.0,2022-03-03,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,13,5,1.5267486896810831,Afternoon,Thursday
27.0,5.0,2022-03-10,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,5,13.946167423771863,Night,Thursday
27.0,4.8,2022-03-25,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,15,13.390532026351542,Night,Friday
31.0,3.5,2022-02-14,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Urban,38,15,10.432744399029485,Evening,Monday
37.0,4.8,2022-03-10,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,27,10,19.849333041264376,Night,Thursday
39.0,4.3,2022-03-28,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,34,10,1.5493596705178598,Afternoon,Monday
30.0,4.5,2022-04-03,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,10,4.537472452712269,Evening,Sunday
22.0,4.7,2022-03-28,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,5,4.707104052532131,Night,Monday
38.0,5.0,2022-04-04,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,10,19.632390188787063,Evening,Monday
30.0,4.8,2022-03-16,Fog,Jam,2,Snack,electric_scooter,0.0,Yes,Metropolitian,46,15,13.993239375923967,Night,Wednesday
28.0,4.9,2022-03-11,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,10,6.041656803068988,Evening,Friday
23.0,5.0,2022-03-02,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,5,12.143475859356391,Evening,Wednesday
32.0,5.0,2022-03-21,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,5,3.1380694073889375,Morning,Monday
27.0,4.9,2022-04-06,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,30,5,10.73851444225037,Evening,Wednesday
22.0,4.8,2022-02-11,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,29,10,3.0477582928317695,Afternoon,Friday
27.0,4.6,2022-04-02,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,5,20.397442775188328,Night,Saturday
28.0,5.0,2022-03-10,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,33,5,12.21580153556638,Evening,Thursday
29.0,4.8,2022-03-06,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,15,12.098912595996772,Night,Sunday
37.0,5.0,2022-03-04,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,10,12.410398980987171,Evening,Friday
36.0,4.7,2022-03-28,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,15,9.20348449388961,Evening,Monday
21.0,4.6,2022-03-24,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,13,15,4.53129961390224,Night,Thursday
38.0,4.6,2022-02-11,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,5,1.4672626969153357,Morning,Friday
28.0,4.7,2022-03-19,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,10,8.928237201172186,Night,Saturday
32.0,4.1,2022-03-18,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,33,10,12.213270282424675,Evening,Friday
27.0,4.8,2022-03-05,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,14,15,7.845173108613388,Night,Saturday
22.0,4.6,2022-03-02,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,15,13.611105169020725,Night,Wednesday
25.0,4.6,2022-03-26,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,10,5.951895536674461,Afternoon,Saturday
32.0,4.8,2022-03-06,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,40,15,13.659644060860991,Evening,Sunday
30.0,4.7,2022-03-13,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,29,15,6.205738534229064,Afternoon,Sunday
25.0,4.9,2022-03-04,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,19,10,12.270899359356777,Evening,Friday
36.0,4.2,2022-03-07,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,10,3.0548704390401245,Morning,Monday
27.0,4.7,2022-04-05,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,34,15,2.9761332528407447,Afternoon,Tuesday
32.0,4.6,2022-02-14,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,40,5,19.028229477775266,Evening,Monday
37.0,4.5,2022-03-20,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,37,10,16.612508107851173,Night,Sunday
39.0,4.4,2022-03-11,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,10,1.5180601561565734,Morning,Friday
29.0,4.8,2022-03-24,Windy,Low,1,Snack,scooter,0.0,No,Urban,15,5,4.647817083193611,Night,Thursday
24.0,5.0,2022-03-24,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,22,15,7.648136370476755,Evening,Thursday
28.0,4.9,2022-02-17,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,5,4.707104052532131,Evening,Thursday
38.0,4.9,2022-03-13,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,26,5,4.464354431727876,Evening,Sunday
20.0,4.5,2022-03-19,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,29,10,7.774496620087613,Evening,Saturday
34.0,5.0,2022-03-03,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,15,4.707104052532131,Night,Thursday
35.0,4.8,2022-03-08,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5,10.883802871295954,Night,Tuesday
36.0,4.8,2022-03-26,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,5,9.295289481130249,Evening,Saturday
35.0,4.6,2022-04-04,Cloudy,Medium,0,Buffet,motorcycle,3.0,No,Metropolitian,48,10,12.2127855162281,Evening,Monday
20.0,4.4,2022-02-17,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,15,7.557174579390798,Night,Thursday
28.0,4.5,2022-03-07,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,13,15,6.198689098998072,Afternoon,Monday
25.0,4.6,2022-04-06,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,15,20.21165277869377,Evening,Wednesday
20.0,4.6,2022-02-14,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,15,11.968326030593222,Night,Monday
29.0,4.9,2022-02-18,Stormy,Medium,1,Buffet,scooter,0.0,No,Urban,18,10,14.016330762694189,Evening,Friday
39.0,4.6,2022-03-11,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,10,9.106851796519383,Night,Friday
28.0,4.7,2022-03-30,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,20,10,3.109874895861276,Morning,Wednesday
34.0,4.7,2022-03-13,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,10,3.0206869079039604,Morning,Sunday
38.0,4.3,2022-03-15,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,15,3.1380694073889375,Afternoon,Tuesday
39.0,5.0,2022-03-06,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,41,5,16.695188729889093,Evening,Sunday
38.0,4.8,2022-03-29,Fog,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,53,5,10.706335399814037,Night,Tuesday
21.0,4.8,2022-03-19,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,5,1.5496365009021706,Afternoon,Saturday
29.0,4.8,2022-03-17,Cloudy,High,1,Buffet,motorcycle,1.0,No,Urban,22,5,6.040974316966551,Afternoon,Thursday
36.0,4.9,2022-04-01,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,5,9.329032119519944,Evening,Friday
30.0,4.7,2022-02-13,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,12,15,3.114844048742426,Morning,Sunday
27.0,4.6,2022-03-08,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,39,15,13.805596388488004,Night,Tuesday
35.0,4.0,2022-02-16,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,42,5,20.03026753894225,Evening,Wednesday
22.0,4.7,2022-03-09,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,15,3.1380694073889375,Morning,Wednesday
27.0,4.8,2022-04-02,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,10,10.414812499573875,Evening,Saturday
26.0,4.6,2022-03-16,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,5,16.79715883296753,Night,Wednesday
27.0,5.0,2022-02-11,Fog,Low,1,Snack,scooter,0.0,No,Urban,16,15,1.5239000208142814,Morning,Friday
29.0,4.7,2022-04-06,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,10,13.76589635237766,Night,Wednesday
22.0,4.1,2022-03-16,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,5,19.632390188787063,Night,Wednesday
28.0,4.6,2022-02-16,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,19,10,12.3277205797042,Night,Wednesday
24.0,4.9,2022-04-01,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,15,6.071478423806077,Evening,Friday
34.0,4.9,2022-03-07,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,18,10,2.976035478042831,Morning,Monday
36.0,3.6,2022-03-06,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,37,5,16.87307303517571,Evening,Sunday
21.0,4.8,2022-03-01,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,15,3.059218998881136,Morning,Tuesday
25.0,4.9,2022-03-29,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,15,17.041437201308558,Night,Tuesday
31.0,5.0,2022-03-30,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,32,5,9.307516354290478,Night,Wednesday
28.0,4.8,2022-03-03,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,15,7.747334644263657,Night,Thursday
26.0,4.8,2022-04-02,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,10,12.235105512421491,Night,Saturday
30.0,5.0,2022-03-12,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,34,5,13.942066201434983,Evening,Saturday
23.0,4.7,2022-03-21,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,15,7.746499270666336,Evening,Monday
26.0,4.9,2022-03-17,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,5,7.55131351903882,Night,Thursday
38.0,5.0,2022-03-21,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,22,15,2.977717993714077,Morning,Monday
30.0,4.9,2022-03-24,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10,9.297262765169393,Night,Thursday
28.0,4.9,2022-02-15,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,10,9.046842714539784,Night,Tuesday
34.0,4.8,2022-03-10,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,20,10,12.271998208269219,Night,Thursday
35.0,4.9,2022-03-03,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,18,15,7.589425972485111,Night,Thursday
33.0,4.8,2022-03-13,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,10,4.581557070783274,Night,Sunday
32.0,4.6,2022-03-11,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,19,10,3.0993634744417315,Morning,Friday
38.0,4.6,2022-03-01,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,15,9.042704737062705,Night,Tuesday
22.0,4.4,2022-04-05,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,10,1.551447254286384,Morning,Tuesday
27.0,4.6,2022-03-19,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,10,5,6.107424091719353,Evening,Saturday
24.0,4.7,2022-03-06,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,10,10.573443732569277,Night,Sunday
20.0,4.9,2022-03-16,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,15,19.345162892567053,Night,Wednesday
26.0,4.9,2022-04-05,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,15,7.6691306579248995,Night,Tuesday
38.0,5.0,2022-04-03,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,19,10,4.647957994225859,Evening,Sunday
38.0,4.6,2022-04-04,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,24,15,12.099048379319578,Night,Monday
22.0,5.0,2022-04-03,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,5,3.059262383158491,Morning,Sunday
22.0,4.3,2022-02-11,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,33,10,4.533895864775192,Night,Friday
32.0,4.7,2022-04-04,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,15,19.85703068063584,Night,Monday
20.0,4.7,2022-03-07,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,15,7.670149314173936,Evening,Monday
36.0,4.9,2022-02-13,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,18,10,9.414207472710387,Night,Sunday
24.0,4.3,2022-03-23,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39,15,12.212698628348065,Night,Wednesday
28.0,5.0,2022-03-23,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,5,19.342014987765523,Night,Wednesday
27.0,4.7,2022-03-21,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,15,15,1.533904981392392,Morning,Monday
21.0,4.6,2022-04-06,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,15,19.853047926026434,Night,Wednesday
37.0,4.7,2022-03-24,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,10,9.042704737062705,Night,Thursday
23.0,4.3,2022-03-11,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,15,3.059241752280784,Morning,Friday
30.0,4.3,2022-02-11,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,31,5,7.4806887433707985,Night,Friday
27.0,4.5,2022-03-13,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,5,3.1380694073889375,Morning,Sunday
31.0,4.5,2022-03-02,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,5,10.983241696284244,Night,Wednesday
37.0,4.8,2022-03-15,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,27,15,3.0990100939446292,Morning,Tuesday
20.0,4.7,2022-02-12,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,13,10,13.377659611191008,Evening,Saturday
34.0,4.6,2022-04-02,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,15,10,16.8739423417276,Night,Saturday
20.0,4.6,2022-03-12,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,35,10,10.84351284874578,Night,Saturday
32.0,3.9,2022-03-18,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,35,10,14.121309628180253,Night,Friday
38.0,4.2,2022-03-01,Windy,High,0,Meal,motorcycle,1.0,Yes,Metropolitian,41,5,1.527154370684199,Afternoon,Tuesday
35.0,4.1,2022-03-08,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,10,10.68676205978641,Night,Tuesday
23.0,4.8,2022-04-02,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,15,16.57424160530075,Night,Saturday
38.0,4.5,2022-02-15,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,5,9.343679339015736,Evening,Tuesday
38.0,4.5,2022-03-07,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,10,7.670252503433443,Night,Monday
27.0,4.9,2022-03-14,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,10,20.397442775188328,Night,Monday
36.0,4.9,2022-03-05,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,19,10,4.464112284290552,Night,Saturday
34.0,5.0,2022-03-13,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,15,1.507299613990991,Morning,Sunday
26.0,3.3,2022-02-16,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,39,10,16.100181006773923,Night,Wednesday
27.0,4.9,2022-02-14,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,19,5,10.246167486355567,Evening,Monday
38.0,4.9,2022-03-08,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,22,5,20.137165242718837,Evening,Tuesday
